VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,TotalSalesQuantity,FreightCost
9552,M S WALKER INC,15082,Project Paso Cab Svgn,6.16,750.0,8.99,36,221.76,95.92,203.83,1.9,17.0,55551.82
10754,PERFECTA WINES,14474,Brownstone Moscato,6.16,750.0,8.99,36,221.76,17.98,116.87,1.46,13.0,28720.52
1590,DIAGEO CHATEAU ESTATE WINES,19760,Rose'N'Blum Red Moscato,7.38,750.0,10.99,30,221.4,61.9,136.65,3.93,35.0,7259.75
2000,SOUTHERN WINE & SPIRITS NE,19236,Tasca D'Almerita Lamuri Nero,11.64,750.0,18.99,19,221.16,224.83,459.64,4.01,36.0,19016.59
4692,KOBRAND CORPORATION,23175,Taittinger Rose Cuve Presti,36.84,750.0,55.99,6,221.04,0.0,0.0,0.0,0.0,9139.38
90027,POVERTY LANE ORCHARDS,21103,Farnum Hill Dooryard Still,7.89,750.0,11.99,28,220.92,779.35,1378.85,12.79,115.0,229.88
90027,POVERTY LANE ORCHARDS,43919,Farnum Hill X-Dry StillCider,7.89,750.0,11.99,28,220.92,431.64,623.48,5.75,52.0,229.88
2000,SOUTHERN WINE & SPIRITS NE,16046,Entwine Chard,9.2,750.0,13.99,24,220.8,27.98,27.98,0.22,2.0,19016.59
8004,SAZERAC CO INC,1079,Weller Antique -Hanover Chop,18.39,750.0,22.99,12,220.68,45.98,275.88,9.45,12.0,50293.62
9819,TREASURY WINE ESTATES,21475,Ch St Jean Cinq Cep Cab Svgn,55.17,750.0,79.99,4,220.68,1039.87,1359.83,1.88,17.0,14836.57
653,STATE WINE & SPIRITS,2004,The Scarlet Ibis,22.05,750.0,29.99,10,220.5,179.94,179.94,4.74,6.0,8014.98
653,STATE WINE & SPIRITS,2809,Full Throttle Blackberry,14.7,750.0,19.99,15,220.5,739.63,1819.09,71.71,91.0,8014.98
7153,PINE STATE TRADING CO,7032,Twenty 2 Coffee Vodka,18.37,375.0,24.99,12,220.44,24.99,299.88,4.72,12.0,15884.82
3252,E & J GALLO WINERY,19377,The Naked Grape Pnt Nr,12.24,3000.0,17.99,18,220.32,143.91,159.9,4.5,10.0,61966.91
7255,PSP WINES,20401,I Lauri Trebbiano d'Abruzzo,6.12,750.0,8.99,36,220.32,30.97,371.64,4.05,36.0,648.71
90047,CRUSH WINES,15976,Hillinger Secco Sparkling,11.58,750.0,17.49,19,220.02,52.47,332.31,2.13,19.0,1457.73
10754,PERFECTA WINES,21833,Frey Vyds Organic Blanc,8.78,750.0,12.99,25,219.5,207.84,337.74,2.89,26.0,28720.52
2000,SOUTHERN WINE & SPIRITS NE,16321,Atlas Peak Cab Svgn,16.88,750.0,25.99,13,219.44,209.94,559.84,1.79,16.0,19016.59
1650,Circa Wines,20124,Bagordi Cosecha Rioja,9.14,750.0,13.99,24,219.36,27.98,27.98,0.22,2.0,211.97
4425,MARTIGNETTI COMPANIES,27758,J Lohr S Ridge Ps Rbls Syrah,9.14,750.0,13.99,24,219.36,223.84,307.78,2.44,22.0,144929.24
9165,ULTRA BEVERAGE COMPANY LLP,22223,Auspicion Cabernet Sauvignon,9.14,750.0,13.99,24,219.36,41.97,41.97,0.33,3.0,68054.7
3252,E & J GALLO WINERY,14419,Livingston Cellars Pinot Nr,5.22,1500.0,7.99,42,219.24,111.86,215.73,6.05,27.0,61966.91
8673,STE MICHELLE WINE ESTATES,43393,Red Diamond Shiraz Wash,5.91,750.0,11.99,37,218.67,173.83,527.49,5.72,51.0,15919.7
3960,DIAGEO NORTH AMERICA INC,914,Smirnoff Orange Vodka,11.5,1000.0,14.49,19,218.5,405.72,536.13,38.85,37.0,257032.07
90047,CRUSH WINES,24430,Eden Ice Sprklng Cider Semi,5.74,375.0,9.49,38,218.12,239.65,297.49,1.8,31.0,1457.73
7153,PINE STATE TRADING CO,45446,Coastal Vines Cab Svgn Cal,4.54,750.0,6.99,48,217.92,20.97,286.59,4.61,41.0,15884.82
90047,CRUSH WINES,22831,Grady Family Vyds Znfdl,9.08,750.0,14.99,24,217.92,41.97,503.64,4.05,36.0,1457.73
10754,PERFECTA WINES,21449,Chateau d'Issan Margaux,36.23,750.0,69.99,6,217.38,593.89,1079.8,2.22,20.0,28720.52
516,BANFI PRODUCTS CORP,22404,La Pettegola Vermentino,12.07,750.0,17.99,18,217.26,143.92,269.85,1.68,15.0,8510.41
653,STATE WINE & SPIRITS,46117,Tozai Snow Maiden Junmai Ngr,6.03,300.0,8.99,36,217.08,17.98,323.64,1.62,36.0,8014.98
1392,CONSTELLATION BRANDS INC,7770,J Roget Spumante,7.23,1500.0,10.99,30,216.9,120.89,175.84,3.57,16.0,79528.99
2000,SOUTHERN WINE & SPIRITS NE,17266,The Divining Rod Chard,9.03,750.0,15.99,24,216.72,211.85,239.83,1.87,17.0,19016.59
90011,FORTUNE WINE BROKERS LLC,13179,Cinquante-Cinq Viogn Lang Wh,9.03,750.0,13.99,24,216.72,26.98,323.76,2.7,24.0,238.61
17035,PERNOD RICARD USA,21690,Kenwood Chard 12,5.55,750.0,8.49,39,216.45,551.85,2037.6,26.89,240.0,123780.22
7153,PINE STATE TRADING CO,21586,Celani Family Chard,30.91,750.0,46.99,7,216.37,563.88,610.87,1.43,13.0,15884.82
8004,SAZERAC CO INC,8930,Pueblo Viejo Blanco Tequila,12.02,1000.0,15.99,18,216.36,31.98,31.98,2.1,2.0,50293.62
1392,CONSTELLATION BRANDS INC,8207,Richards Wild Irish White,3.09,750.0,3.99,70,216.3,19.95,195.51,38.59,49.0,79528.99
1128,BROWN-FORMAN CORP,1260,Old Forester Birthday 2016,71.99,750.0,89.99,3,215.97,269.97,269.97,2.37,3.0,68601.68
9165,ULTRA BEVERAGE COMPANY LLP,17747,Penner-Ash Viognier,17.99,750.0,27.99,12,215.88,195.93,251.91,0.99,9.0,68054.7
7239,REMY COINTREAU USA INC,2739,Bruichladdich Rocks Sngl Mlt,35.96,750.0,49.99,6,215.76,549.89,899.82,14.18,18.0,16978.67
3252,E & J GALLO WINERY,43541,Carlo Rossi RSV Cab Svgn Cal,5.26,1500.0,7.99,41,215.66,127.84,303.62,8.5,38.0,61966.91
2000,SOUTHERN WINE & SPIRITS NE,34628,Banrock Station Merlot Ausl,5.99,750.0,8.99,36,215.64,98.89,116.87,1.43,13.0,19016.59
7153,PINE STATE TRADING CO,21587,Celani Family Cab Svgn,53.79,750.0,77.99,4,215.16,155.98,311.96,0.44,4.0,15884.82
7153,PINE STATE TRADING CO,25367,Alexander Vly Vyds Merlot,26.89,1500.0,38.99,8,215.12,77.98,116.97,0.67,3.0,15884.82
653,STATE WINE & SPIRITS,24776,Amayna Chard,17.92,750.0,25.99,12,215.04,51.98,51.98,0.22,2.0,8014.98
3951,HIGHLAND WINE MERCHANTS LLC,26750,Baron de Seillac Brut Rose,8.96,750.0,12.99,24,215.04,25.98,311.76,2.7,24.0,29.43
4425,MARTIGNETTI COMPANIES,15091,Double T Trefethen Red,17.92,750.0,25.99,12,215.04,25.99,311.88,1.35,12.0,144929.24
10754,PERFECTA WINES,20176,Dom Bousquet Malbec Gr Rsv,17.92,750.0,25.99,12,215.04,25.99,311.88,1.35,12.0,28720.52
660,SAZERAC NORTH AMERICA INC.,510,Barton Vodka,7.14,1750.0,9.99,30,214.2,89.91,339.66,62.48,34.0,17932.33
3960,DIAGEO NORTH AMERICA INC,530,Smirnoff Fluffed Marshmallow,11.27,1000.0,14.99,19,214.13,404.73,554.63,38.85,37.0,257032.07
6785,PALM BAY INTERNATIONAL INC,5658,OR-G Liqueur,13.38,750.0,16.99,16,214.08,142.93,280.87,10.24,13.0,13605.41
9552,M S WALKER INC,20639,Antigal Uno Cab Mendza,9.73,750.0,14.99,22,214.06,527.68,782.52,5.31,48.0,55551.82
9552,M S WALKER INC,1626,Balcones Baby Blue Corn Whis,35.65,750.0,45.99,6,213.9,229.95,275.94,4.73,6.0,55551.82
2000,SOUTHERN WINE & SPIRITS NE,22763,Los Dos Moscato & Chard,3.56,750.0,5.49,60,213.6,127.88,159.85,1.65,15.0,19016.59
7153,PINE STATE TRADING CO,15660,Chickadee Chard,8.9,750.0,12.99,24,213.6,129.9,142.89,1.21,11.0,15884.82
2242,DELICATO VINEYARDS INC,22451,Bota Brick Chard,6.66,1500.0,11.99,32,213.12,259.75,269.74,5.73,26.0,7982.65
6785,PALM BAY INTERNATIONAL INC,35577,Laboure-Roi Pouilly Fuisse,6.66,750.0,16.99,32,213.12,19.98,639.36,7.2,64.0,13605.41
9165,ULTRA BEVERAGE COMPANY LLP,20428,Fattoria Poggio Red 10,35.52,750.0,53.99,6,213.12,1025.81,1457.73,2.98,27.0,68054.7
7153,PINE STATE TRADING CO,23832,Manon Rose de Provence,5.91,375.0,8.99,36,212.76,8.99,323.64,2.02,36.0,15884.82
1590,DIAGEO CHATEAU ESTATE WINES,7830,Blossom Hill Wh Znfdl,7.09,1500.0,10.99,30,212.7,76.93,263.76,5.38,24.0,7259.75
90011,FORTUNE WINE BROKERS LLC,43128,Cristobal Pie Palo Viognier,7.09,750.0,11.99,30,212.7,11.99,359.7,3.37,30.0,238.61
1128,BROWN-FORMAN CORP,1032,Woodford Rsv MC Classic Malt,70.86,750.0,89.99,3,212.58,489.95,789.92,6.3,8.0,68601.68
480,BACARDI USA INC,1047,Angels Envy Hanover Chop,35.38,750.0,45.99,6,212.28,137.97,275.94,4.73,6.0,89286.27
7153,PINE STATE TRADING CO,25365,Alexander Vly Vyds Sin Znfdl,26.52,1500.0,38.99,8,212.16,38.99,77.98,0.45,2.0,15884.82
3664,WILLIAM GRANT & SONS INC,2812,Hudson Manhattan Rye,30.3,375.0,39.99,7,212.1,2279.49,2494.44,21.87,56.0,30234.42
9165,ULTRA BEVERAGE COMPANY LLP,25351,Cusumano Merlot,9.58,750.0,13.99,22,210.76,139.9,307.78,2.44,22.0,68054.7
7153,PINE STATE TRADING CO,16663,Astoria Prosecco 08,8.78,750.0,12.99,24,210.72,0.0,0.0,0.0,0.0,15884.82
7153,PINE STATE TRADING CO,24571,Oko Organic Prosecco,8.78,750.0,12.99,24,210.72,38.97,38.97,0.33,3.0,15884.82
7153,PINE STATE TRADING CO,42211,Parker Stn Snt Barbra Pnt Nr,8.78,750.0,12.99,24,210.72,23.98,23.98,0.22,2.0,15884.82
10754,PERFECTA WINES,25020,Ch de Pierreux Brouilly Rsv,17.56,750.0,25.99,12,210.72,1267.5,1681.34,7.3,66.0,28720.52
2000,SOUTHERN WINE & SPIRITS NE,23295,Ch Giscours Margaux 11 Gr Cr,42.1,750.0,63.99,5,210.5,639.9,1023.84,1.77,16.0,19016.59
9165,ULTRA BEVERAGE COMPANY LLP,16947,Altadonna Nero D'Avola,7.48,750.0,13.99,28,209.44,1063.24,1594.86,12.62,114.0,68054.7
9815,WINE GROUP INC,18450,Concannon Crimson & Clover,8.72,750.0,12.99,24,209.28,12.99,311.76,2.7,24.0,27100.41
10754,PERFECTA WINES,26316,Fish House Svgn Bl,8.72,750.0,12.99,24,209.28,23.98,287.76,2.7,24.0,28720.52
5612,MILTONS DISTRIBUTING CO,17637,Laurent Reverdy Sancerre,8.7,750.0,13.49,24,208.8,26.98,323.76,2.7,24.0,9.46
516,BANFI PRODUCTS CORP,43819,Little Black Dress Chard,5.8,750.0,8.99,36,208.8,64.93,136.85,1.67,15.0,8510.41
1392,CONSTELLATION BRANDS INC,19484,Thorny Rose Pnt Grigio,5.8,750.0,8.99,36,208.8,99.9,108.89,1.21,11.0,79528.99
9165,ULTRA BEVERAGE COMPANY LLP,19553,Insomnia Pnt Grigio,5.8,750.0,8.99,36,208.8,161.82,233.74,2.88,26.0,68054.7
9815,WINE GROUP INC,6829,Almaden Moscato Rhine,5.8,1500.0,8.99,36,208.8,80.91,260.71,6.5,29.0,27100.41
8892,TRINCHERO FAMILY ESTATES,39653,Sutter Home Pnt Grigio Cal,2.48,750.0,5.99,84,208.32,209.65,521.13,9.71,87.0,11595.97
8320,SHAW ROSS INT L IMP LTD,35407,Blue Nun Rsl,6.12,750.0,8.99,34,208.08,71.92,80.91,0.99,9.0,3151.92
8892,TRINCHERO FAMILY ESTATES,20457,Duck Commander Miss Priss,5.78,750.0,8.49,36,208.08,118.86,144.33,1.88,17.0,11595.97
4425,MARTIGNETTI COMPANIES,23841,Fantini Sangiovese,9.45,750.0,13.99,22,207.9,13.99,139.9,1.12,10.0,144929.24
6785,PALM BAY INTERNATIONAL INC,13329,Cinzano Prosecco,8.66,750.0,12.99,24,207.84,12.99,12.99,0.11,1.0,13605.41
7153,PINE STATE TRADING CO,18830,Salvatore Principe Rose Mosc,8.66,750.0,12.99,24,207.84,25.98,38.97,0.33,3.0,15884.82
7255,PSP WINES,21334,Ilauri Prosecco Extra Dry,8.66,750.0,12.99,24,207.84,109.92,135.9,1.1,10.0,648.71
9819,TREASURY WINE ESTATES,12273,Beringer Classic Moscato,8.66,1500.0,12.99,24,207.84,103.92,207.84,3.57,16.0,14836.57
9165,ULTRA BEVERAGE COMPANY LLP,2427,13th Colony Sthrn Corn Whsky,15.93,750.0,29.99,13,207.09,134.95,359.82,14.18,18.0,68054.7
9165,ULTRA BEVERAGE COMPANY LLP,3355,Truuli Peak Vodka,18.79,750.0,24.99,11,206.69,2144.13,2636.43,84.41,107.0,68054.7
8735,SURVILLE ENTERPRISES CORP,22664,B & G Sancerre Svgn Bl,17.21,750.0,27.99,12,206.52,103.96,243.91,1.01,9.0,263.32
516,BANFI PRODUCTS CORP,37924,Five Rivers Chard,8.6,750.0,12.99,24,206.4,25.98,25.98,0.22,2.0,8510.41
653,STATE WINE & SPIRITS,41418,Tentaka Kuni Hawk Heavens J,8.6,300.0,12.99,24,206.4,38.97,467.64,1.62,36.0,8014.98
3252,E & J GALLO WINERY,8718,Gallo Twin Vly Svgn Bl Cal,3.44,750.0,4.99,60,206.4,49.9,219.56,4.93,44.0,61966.91
7153,PINE STATE TRADING CO,20528,Sileni Pnt Nr,8.6,750.0,12.99,24,206.4,56.96,82.94,0.67,6.0,15884.82
9552,M S WALKER INC,39346,Salmon Creek Wh Znfdl Cal,3.44,750.0,4.99,60,206.4,29.94,224.55,5.06,45.0,55551.82
9552,M S WALKER INC,43317,Salmon Creek Pnt Grigio Cal,3.44,750.0,4.99,60,206.4,74.85,199.6,4.46,40.0,55551.82
90011,FORTUNE WINE BROKERS LLC,25793,Girasole Chard,8.6,750.0,12.99,24,206.4,13.99,335.76,2.7,24.0,238.61
90011,FORTUNE WINE BROKERS LLC,40753,Briggs Lockhart Chard,8.6,750.0,12.99,24,206.4,38.97,324.75,2.81,25.0,238.61
8004,SAZERAC CO INC,2977,Concannon Irish Whiskey,17.18,750.0,21.99,12,206.16,21.99,263.88,9.45,12.0,50293.62
2000,SOUTHERN WINE & SPIRITS NE,19842,Ch Les Flefs de LaGrange 10,29.41,750.0,44.99,7,205.87,269.94,494.89,1.23,11.0,19016.59
1128,BROWN-FORMAN CORP,1088,El Jimador Anejo Tequila,17.14,750.0,23.99,12,205.68,23.99,95.96,3.15,4.0,68601.68
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,9.33,750.0,13.99,22,205.26,8240.11,13206.56,104.76,944.0,8014.98
4425,MARTIGNETTI COMPANIES,26845,Stillman St Chard,8.55,750.0,12.99,24,205.2,129.9,142.89,1.21,11.0,144929.24
7153,PINE STATE TRADING CO,20626,Les Dauphins Cotes du Rhone,2.7,750.0,11.99,76,205.2,105.87,486.15,9.54,85.0,15884.82
7153,PINE STATE TRADING CO,41354,Tomasello Cranberry Wine NJ,8.55,500.0,12.49,24,205.2,37.47,49.96,0.31,4.0,15884.82
8673,STE MICHELLE WINE ESTATES,41648,Saint M Pflaz,8.55,750.0,12.99,24,205.2,23.98,287.76,2.7,24.0,15919.7
90047,CRUSH WINES,13539,Solar De Randez Rioja,8.55,750.0,13.99,24,205.2,41.97,41.97,0.33,3.0,1457.73
4425,MARTIGNETTI COMPANIES,22702,Peter Michael Danseuse Pnt N,68.24,750.0,100.99,3,204.72,938.91,2771.73,3.02,27.0,144929.24
7255,PSP WINES,23508,Vino.e Falanghina Beneventno,8.9,750.0,12.99,23,204.7,155.88,558.57,4.82,43.0,648.71
90047,CRUSH WINES,23491,True Myth Chard Keg,204.6,20000.0,346.99,1,204.6,310.99,310.99,3.0,1.0,1457.73
4425,MARTIGNETTI COMPANIES,22352,Terlato Fmly Vyd Angels Peak,22.72,750.0,34.99,9,204.48,699.8,1154.67,3.65,33.0,144929.24
17037,Dunn Wine Brokers,44325,R Young Est Cab Svgn Alexndr,34.08,750.0,52.49,6,204.48,209.96,209.96,0.44,4.0,358.03
7153,PINE STATE TRADING CO,6532,LeCompte Calvados 12 Yr Old,51.09,750.0,69.99,4,204.36,559.92,1049.85,11.82,15.0,15884.82
10754,PERFECTA WINES,42971,Kesselstatt Piesp G Kab Rsl,9.73,750.0,14.99,21,204.33,59.96,314.79,2.36,21.0,28720.52
17035,PERNOD RICARD USA,7321,Malibu Cosmo Light RTD,12.77,1750.0,16.99,16,204.32,344.27,610.59,75.35,41.0,123780.22
17035,PERNOD RICARD USA,15768,Sandeman Vau Vintage Porto,17.0,750.0,24.99,12,204.0,135.96,168.95,0.55,5.0,123780.22
7749,R.P.IMPORTS INC,19590,Haut-Carles Fronsac 10,33.99,750.0,50.99,6,203.94,407.92,662.87,1.45,13.0,91.5
4425,MARTIGNETTI COMPANIES,10370,Bouvier Marsannay Rose,16.99,750.0,25.99,12,203.88,233.91,545.79,2.34,21.0,144929.24
10754,PERFECTA WINES,20515,Lions de Suduiraut Sauternes,12.74,375.0,18.99,16,203.84,1329.3,2050.92,6.24,108.0,28720.52
7153,PINE STATE TRADING CO,21039,Temptation Znfdl,8.49,750.0,12.99,24,203.76,57.63,441.72,3.39,30.0,15884.82
7153,PINE STATE TRADING CO,22743,Austerity Pnt Nr,8.49,750.0,12.99,24,203.76,41.97,55.96,0.44,4.0,15884.82
7153,PINE STATE TRADING CO,43681,2 Up McLaren Vale Shiraz,8.49,750.0,12.99,24,203.76,0.0,0.0,0.0,0.0,15884.82
9815,WINE GROUP INC,22408,Three Wishes Merlot,2.19,750.0,3.29,93,203.67,65.8,246.75,8.4,75.0,27100.41
1590,DIAGEO CHATEAU ESTATE WINES,12269,Snap Dragon Chard,5.8,750.0,8.99,35,203.0,62.93,125.86,1.55,14.0,7259.75
9552,M S WALKER INC,4399,Screech Honey Rum,10.15,750.0,12.99,20,203.0,1229.08,1337.0,78.93,100.0,55551.82
10000,MAJESTIC FINE WINES,25499,KJ Est Cab Hawkeye Mtn,33.78,750.0,49.99,6,202.68,49.99,299.94,0.68,6.0,17587.59
6785,PALM BAY INTERNATIONAL INC,12515,Jean Luc Columbo Syrah VDP,8.44,750.0,12.99,24,202.56,38.97,38.97,0.33,3.0,13605.41
7153,PINE STATE TRADING CO,22849,XO Pnt Nr,8.44,750.0,12.99,24,202.56,155.88,155.88,1.32,12.0,15884.82
10754,PERFECTA WINES,23185,Lee Family Farm Albarino Mon,8.78,750.0,17.99,23,201.94,791.56,1313.27,8.09,73.0,28720.52
90017,THE IMPORTED GRAPE LLC,45577,Pacifico Sur Chard Curico,2.8,750.0,5.29,72,201.6,87.48,503.01,7.75,69.0,80.03
653,STATE WINE & SPIRITS,2719,Full Throttle Apple Whiskey,15.5,750.0,19.99,13,201.5,999.5,1439.28,56.8,72.0,8014.98
4425,MARTIGNETTI COMPANIES,1262,Fitch's Goat Moonshine,16.79,750.0,21.99,12,201.48,1253.43,1957.11,70.19,89.0,144929.24
10754,PERFECTA WINES,24166,Enzo Boglietti Barolo Fosati,50.33,750.0,74.99,4,201.32,1499.8,2399.68,3.56,32.0,28720.52
1392,CONSTELLATION BRANDS INC,26402,Franciscan Est Rsv Merlot NV,33.55,750.0,49.99,6,201.3,45.99,45.99,0.11,1.0,79528.99
9552,M S WALKER INC,21418,G Bertrand CdRoses Blanc Lan,11.84,750.0,17.99,17,201.28,269.85,269.85,1.65,15.0,55551.82
10754,PERFECTA WINES,20519,La Croix de Carbonnieux Roug,12.58,750.0,25.99,16,201.28,740.61,1253.34,7.33,66.0,28720.52
4692,KOBRAND CORPORATION,25614,Bodega Chacra Barda,16.77,750.0,24.99,12,201.24,49.98,49.98,0.22,2.0,9139.38
90010,VINEXTRA INC,18127,Esporao Reserva Red Alentejo,16.77,750.0,24.99,12,201.24,24.99,299.88,1.35,12.0,524.94
7153,PINE STATE TRADING CO,20082,Maison Nicolas Merlot,8.38,750.0,12.99,24,201.12,51.96,77.94,0.66,6.0,15884.82
2876,CENTEUR IMPORTS LLC,23623,Apimed Trnava Mead,6.7,750.0,9.99,30,201.0,21.48,335.7,3.38,30.0,31.5
3252,E & J GALLO WINERY,6588,Gallo Chard Cal,3.79,187.0,5.49,53,200.87,104.31,225.09,1.19,41.0,61966.91
9552,M S WALKER INC,24555,Claude Riffault Chass Sancer,18.24,750.0,26.99,11,200.64,539.8,890.67,3.66,33.0,55551.82
17035,PERNOD RICARD USA,5145,Malibu Island Spiced Rum,9.12,750.0,14.99,22,200.64,287.27,587.03,37.01,47.0,123780.22
660,SAZERAC NORTH AMERICA INC.,8849,Mr Boston Amaretto Liqueur,4.17,1000.0,5.79,48,200.16,23.16,277.92,50.4,48.0,17932.33
4425,MARTIGNETTI COMPANIES,19750,Glory Days Merlot,4.17,750.0,6.29,48,200.16,169.83,301.92,5.32,48.0,144929.24
1392,CONSTELLATION BRANDS INC,25767,Franciscan Est Cab Svgn Napa,66.66,3000.0,99.99,3,199.98,379.97,379.97,1.35,3.0,79528.99
6830,PARK STREET IMPORTS LLC,9102,Scorpion Anejo Mexcal,33.33,750.0,44.99,6,199.98,179.96,359.92,6.3,8.0,360.29
9552,M S WALKER INC,2632,Partida Tequila Blanco,33.33,750.0,43.99,6,199.98,87.98,1011.77,18.11,23.0,55551.82
4425,MARTIGNETTI COMPANIES,4556,Austin Cocktails Vodkarita,11.71,750.0,14.99,17,199.07,1888.74,2353.43,123.85,157.0,144929.24
3252,E & J GALLO WINERY,35667,Redwood Creek Merlot Cal,4.14,750.0,6.29,48,198.72,25.16,301.92,5.4,48.0,61966.91
7749,R.P.IMPORTS INC,19125,Ch Poujeaux 10 Moulis,33.11,750.0,50.99,6,198.66,560.89,866.83,1.88,17.0,91.5
10754,PERFECTA WINES,21435,Ch Phelan Segur St Estephe,24.83,750.0,49.99,8,198.64,341.91,835.78,2.46,22.0,28720.52
4425,MARTIGNETTI COMPANIES,25140,Nicole Chanrion Cote de Brou,16.55,750.0,24.99,12,198.6,2074.17,2548.98,11.23,102.0,144929.24
9165,ULTRA BEVERAGE COMPANY LLP,23392,Stonehedge Amador 12 Znfdl,6.62,750.0,9.99,30,198.6,1188.81,3696.3,41.42,370.0,68054.7
7749,R.P.IMPORTS INC,19608,Ch Rollan de By Bourgeois 10,22.06,750.0,31.99,9,198.54,31.99,31.99,0.11,1.0,91.5
1590,DIAGEO CHATEAU ESTATE WINES,16846,Uppercut Svgn Bl,8.27,750.0,11.99,24,198.48,71.94,95.92,0.88,8.0,7259.75
1650,Circa Wines,23444,Quota 31 Primitivo IGP,8.27,750.0,11.99,24,198.48,23.98,287.76,2.7,24.0,211.97
10754,PERFECTA WINES,21392,Bodegas Jeromin Zesto Rosada,8.27,750.0,11.99,24,198.48,23.98,287.76,2.7,24.0,28720.52
90024,VINILANDIA USA,26235,Margaret's Chard,8.27,750.0,11.99,24,198.48,59.95,59.95,0.55,5.0,2802.64
6213,MHW LTD,4605,Camus Elegance XO,99.23,750.0,129.99,2,198.46,4159.68,5329.59,32.3,41.0,9621.58
8892,TRINCHERO FAMILY ESTATES,29130,Sutter Home White Merlot,4.13,750.0,5.99,48,198.24,23.96,167.72,3.15,28.0,11595.97
9552,M S WALKER INC,10009,Long Lake Cab Svgn Cal,4.13,750.0,5.99,48,198.24,53.91,209.65,3.91,35.0,55551.82
3252,E & J GALLO WINERY,23028,Gallo Twin Vly Cab Svgn Cal,3.73,187.0,5.49,53,197.69,104.31,203.13,1.07,37.0,61966.91
3924,HEAVEN HILL DISTILLERIES,1214,Apple Orchard Liqueur,5.34,750.0,6.99,37,197.58,1338.66,2017.98,159.21,202.0,14069.87
4425,MARTIGNETTI COMPANIES,35714,Miner Chard Napa,19.73,750.0,29.99,10,197.3,1109.63,1979.34,7.35,66.0,144929.24
9552,M S WALKER INC,22853,Venta Morales Organic Tempra,5.48,750.0,8.49,36,197.28,101.88,246.21,3.24,29.0,55551.82
9815,WINE GROUP INC,43452,Fish Eye Shiraz,10.96,3000.0,16.99,18,197.28,67.96,152.91,4.05,9.0,27100.41
653,STATE WINE & SPIRITS,18150,O Pinot Pinot Noir,16.44,750.0,24.99,12,197.28,99.96,174.93,0.78,7.0,8014.98
3252,E & J GALLO WINERY,35665,Redwood Creek Chard Cal,4.11,750.0,6.29,48,197.28,50.32,226.44,4.03,36.0,61966.91
10754,PERFECTA WINES,25159,L'Eglise Saint-Hilaire Borde,7.89,750.0,11.99,25,197.25,1378.81,2166.14,20.61,186.0,28720.52
9552,M S WALKER INC,24881,Monjardin El Cerezo Chard,8.21,750.0,13.99,24,197.04,997.19,1260.97,11.38,103.0,55551.82
653,STATE WINE & SPIRITS,20473,Viu Manet Rsva Merlot,5.47,750.0,7.99,36,196.92,23.97,287.64,4.05,36.0,8014.98
1392,CONSTELLATION BRANDS INC,19762,Rex Goliath Pink Pnt Grigio,4.1,750.0,5.99,48,196.8,67.9,155.79,2.34,21.0,79528.99
17033,SEA BREEZE CELLARS LLC,21643,Gruet Bl de Bl 25th Annivrsy,12.25,750.0,18.99,16,196.0,303.84,588.69,3.45,31.0,549.55
9552,M S WALKER INC,36571,Matanzas Creek Chard Sonoma,16.33,750.0,25.99,12,195.96,334.87,543.79,2.34,21.0,55551.82
10754,PERFECTA WINES,24195,Casa E Mirafiori Barb d'Alba,16.33,750.0,27.99,12,195.96,751.71,972.63,4.1,37.0,28720.52
4425,MARTIGNETTI COMPANIES,16256,Zonin Moscato,5.44,750.0,7.99,36,195.84,31.97,383.64,4.05,36.0,144929.24
4425,MARTIGNETTI COMPANIES,16696,Alain Lorieux Chinon Express,12.24,750.0,17.99,16,195.84,287.84,485.73,3.0,27.0,144929.24
4950,LATITUDE BEVERAGE COMPANY,18454,Ninety+Cellars Lot 77 Moscto,8.16,750.0,11.99,24,195.84,83.93,95.92,0.88,8.0,1610.0
90037,THE PIERPONT GROUP LLC,23139,Toschi Pnt Nr,8.16,750.0,11.99,24,195.84,47.96,59.95,0.55,5.0,27.98
4692,KOBRAND CORPORATION,24728,Nardi Rosso di Montalcino 13,15.06,750.0,21.99,13,195.78,769.65,1319.4,6.66,60.0,9139.38
2242,DELICATO VINEYARDS INC,16430,HandCraft Artisan Coll Pet S,3.91,750.0,9.99,50,195.5,104.22,457.41,8.88,79.0,7982.65
9552,M S WALKER INC,692,Thatchers Organic Pomegranat,7.24,750.0,9.99,27,195.48,189.81,269.73,21.26,27.0,55551.82
9165,ULTRA BEVERAGE COMPANY LLP,70,Luxardo Amaretto di Saschira,13.96,750.0,18.99,14,195.44,299.88,349.86,11.04,14.0,68054.7
8664,"STOLI GROUP,(USA) LLC",22472,Achaval Ferrer Cab Svgn,15.03,750.0,22.99,13,195.39,160.93,229.9,1.11,10.0,18544.49
12546,JIM BEAM BRANDS COMPANY,507,Kamchatka Vodka,8.14,1750.0,10.99,24,195.36,54.95,263.76,44.09,24.0,123880.97
1392,CONSTELLATION BRANDS INC,46446,Vendange Wh Znfdl,2.75,500.0,3.99,71,195.25,135.66,235.41,4.54,59.0,79528.99
